400	0.043137	0.0004441
401	0.043137	0.00044328
402	0.043137	0.00044499
403	0.043138	0.00044962
404	0.043139	0.00045924
405	0.043143	0.00047712
406	0.043055	0.0005017
407	0.042968	0.00052709
408	0.042894	0.00055312
409	0.042808	0.00058035
410	0.04272	0.00060469
411	0.042658	0.00062284
412	0.042597	0.00064477
413	0.042524	0.00067134
414	0.042464	0.00069979
415	0.042405	0.00073095
416	0.042346	0.00076226
417	0.0423	0.0007913
418	0.04224	0.0008205
419	0.042194	0.00084626
420	0.042132	0.00086506
421	0.042095	0.00087396
422	0.042057	0.00088135
423	0.042006	0.00088754
424	0.041971	0.00090337
425	0.041935	0.00091886
426	0.041898	0.00092841
427	0.041858	0.00092729
428	0.041833	0.00093319
429	0.041796	0.00094056
430	0.041755	0.00093407
431	0.041727	0.00092316
432	0.041686	0.00091492
433	0.041659	0.00091231
434	0.04162	0.00091377
435	0.041595	0.00091618
436	0.041569	0.00091822
437	0.041545	0.00092617
438	0.04152	0.00093308
439	0.041497	0.00094509
440	0.041475	0.00096441
441	0.041445	0.0010043
442	0.041417	0.0010555
443	0.041402	0.0011039
444	0.041377	0.0011659
445	0.041356	0.0012408
446	0.041349	0.0013195
447	0.041343	0.0014034
448	0.041332	0.0015141
449	0.04134	0.0016458
450	0.041355	0.0018001
451	0.041377	0.0019767
452	0.041407	0.0021779
453	0.041442	0.0023869
454	0.041479	0.0025998
455	0.041519	0.0028157
456	0.041562	0.0030356
457	0.041623	0.0032649
458	0.041669	0.0034867
459	0.041727	0.0036973
460	0.04177	0.0038999
461	0.041813	0.0040999
462	0.041862	0.0042743
463	0.041895	0.0044408
464	0.041945	0.0046166
465	0.041986	0.0047994
466	0.042035	0.0049673
467	0.042082	0.0051283
468	0.042112	0.0052778
469	0.042154	0.0054223
470	0.042192	0.0055563
471	0.042221	0.0056666
472	0.042235	0.0057698
473	0.042259	0.0058661
474	0.042268	0.0059564
475	0.042286	0.0060359
476	0.042304	0.0061148
477	0.042333	0.0062217
478	0.042349	0.0063269
479	0.042377	0.0064312
480	0.042412	0.0065502
481	0.042464	0.0067113
482	0.042518	0.0069064
483	0.042594	0.0071222
484	0.042679	0.0073892
485	0.042798	0.0077002
486	0.04294	0.0080616
487	0.043096	0.0084815
488	0.043299	0.0089679
489	0.043527	0.0095303
490	0.043797	0.010144
491	0.044101	0.01082
492	0.044435	0.01157
493	0.044829	0.0124
494	0.045254	0.0133
495	0.045747	0.014285
496	0.046286	0.015366
497	0.046893	0.016547
498	0.047584	0.01783
499	0.048335	0.019217
500	0.049175	0.020726
501	0.050104	0.022354
502	0.051123	0.024096
503	0.052261	0.025966
504	0.053493	0.027972
505	0.054841	0.030115
506	0.056316	0.03241
507	0.057921	0.03485
508	0.05966	0.037439
509	0.061537	0.040177
510	0.063564	0.043075
511	0.065753	0.046144
512	0.068093	0.049391
513	0.070608	0.052792
514	0.073275	0.056363
515	0.076098	0.060055
516	0.079049	0.063884
517	0.08214	0.067809
518	0.085327	0.07183
519	0.088624	0.075909
520	0.091982	0.080046
521	0.095399	0.08421
522	0.098857	0.088384
523	0.10233	0.092507
524	0.10575	0.096567
525	0.10911	0.10053
526	0.11239	0.10438
527	0.11557	0.10809
528	0.11861	0.11163
529	0.12154	0.11501
530	0.12433	0.11824
531	0.12698	0.12129
532	0.12948	0.12417
533	0.1318	0.12689
534	0.13399	0.12941
535	0.13604	0.13177
536	0.13794	0.13397
537	0.1397	0.13604
538	0.14137	0.13798
539	0.14291	0.13981
540	0.14436	0.14151
541	0.14575	0.14313
542	0.14704	0.14469
543	0.1483	0.14617
544	0.14952	0.14764
545	0.15072	0.14907
546	0.1519	0.1505
547	0.15304	0.15186
548	0.15412	0.15318
549	0.15514	0.1544
550	0.15605	0.15554
551	0.15684	0.15655
552	0.1575	0.15738
553	0.15796	0.15804
554	0.15825	0.15847
555	0.1583	0.15869
556	0.15813	0.15867
557	0.15774	0.15841
558	0.15711	0.15788
